,fieldID,mjdExpStart,mjd,mjdNightStart,mjdNightEnd,mjdExptime,scheduled,racen,deccen,alt,az,airmass,moonRA,moonDec,moonAlt,moonAz,moonSep,moonPhase
20,4,59310.45918,59310.0,59310.08417999999,59310.506712999995,0.0125,False,289.6086348015774,25.70159641383616,58.35980497815613,93.47297608379438,1.1745924427189731,316.2719267653894,-22.10163550628857,9.17562730252894,123.75914083430875,54.34167901581882,0.2890081933506384
21,4,59310.47168,59310.0,59310.08417999999,59310.506712999995,0.0125,False,289.6086348015774,25.70159641383616,62.138987865914956,96.49363989612873,1.1311144477359276,316.4086054154224,-22.081762391730685,12.197820000622215,126.51358780812322,54.387612794558514,0.2878221466170632
22,5,59310.40918,59310.0,59310.08417999999,59310.506712999995,0.0125,False,290.3902928394659,23.20697472495238,41.575576287805,86.77882154051294,1.506915115973425,315.678207006948,-22.17222121135841,-3.7222995101471725,113.97447199470832,51.61833166653182,0.2937701610744794
23,5,59310.42168,59310.0,59310.08417999999,59310.506712999995,0.0125,False,290.3902928394659,23.20697472495238,45.36658118331761,89.09318066484508,1.405251518076292,315.833943980785,-22.15566453348493,-0.3962580947845376,116.2643461395198,51.67642898145707,0.2925770148291392
24,5,59310.43418,59310.0,59310.08417999999,59310.506712999995,0.0125,False,290.3902928394659,23.20697472495238,49.15998188192631,91.56053745191716,1.3218098116373118,315.98473835099173,-22.13846510382167,2.8680965273304477,118.64908196905712,51.732045306388365,0.291385633845917
25,5,59310.44668,59310.0,59310.08417999999,59310.506712999995,0.0125,False,290.3902928394659,23.20697472495238,52.94859389343927,94.2421231386294,1.2529832956849545,316.13068985644924,-22.120496555506342,6.0620133277570885,121.1425623773874,51.785086553515285,0.2901960245575682
26,5,59310.45918,59310.0,59310.08417999999,59310.506712999995,0.0125,False,290.3902928394659,23.20697472495238,56.723137621792354,97.22415534406788,1.1961307507594188,316.2719267653894,-22.10163550628857,9.17562730252894,123.75914083430875,51.83547731617382,0.2890081933506384
27,5,59310.47168,59310.0,59310.08417999999,59310.506712999995,0.0125,False,290.3902928394659,23.20697472495238,60.47080114455969,100.6328599136,1.1492870612474977,316.4086054154224,-22.081762391730685,12.197820000622215,126.51358780812322,51.88316150935525,0.2878221466170632
28,6,59310.40918,59310.0,59310.08417999999,59310.506712999995,0.0125,False,283.81536616640045,17.142085794334044,44.36520125066043,97.97967158091268,1.4301460713978251,315.678207006948,-22.17222121135841,-3.7222995101471725,113.97447199470832,50.17996055941998,0.2937701610744794
29,6,59310.42168,59310.0,59310.08417999999,59310.506712999995,0.0125,False,283.81536616640045,17.142085794334044,48.10641398229637,101.07957209936372,1.3433885028568622,315.833943980785,-22.15566453348493,-0.3962580947845376,116.2643461395198,50.26236433624087,0.2925770148291392
30,6,59310.43418,59310.0,59310.08417999999,59310.506712999995,0.0125,False,283.81536616640045,17.142085794334044,51.80578854114416,104.52405186911191,1.2723951625833525,315.98473835099173,-22.13846510382167,2.8680965273304477,118.64908196905712,50.34160078076861,0.291385633845917
31,6,59310.44668,59310.0,59310.08417999999,59310.506712999995,0.0125,False,283.81536616640045,17.142085794334044,55.44387881930146,108.42921652659427,1.2142243977084517,316.13068985644924,-22.120496555506342,6.0620133277570885,121.1425623773874,50.4176097152173,0.2901960245575682
32,6,59310.45918,59310.0,59310.08417999999,59310.506712999995,0.0125,False,283.81536616640045,17.142085794334044,58.993380550226036,112.95542508162389,1.1667143961497697,316.2719267653894,-22.10163550628857,9.17562730252894,123.75914083430875,50.49035325975446,0.2890081933506384
33,6,59310.47168,59310.0,59310.08417999999,59310.506712999995,0.0125,False,283.81536616640045,17.142085794334044,62.414629729236296,118.32641412362246,1.1282583222543792,316.4086054154224,-22.081762391730685,12.197820000622215,126.51358780812322,50.55981626092838,0.2878221466170632
34,7,59310.39668,59310.0,59310.08418,59310.506713,0.012500000000000002,False,286.4159500740087,28.477666496662163,43.09403399494877,79.930090944777,1.4637050743925395,315.5174564716682,-22.188263662053227,-7.102254936077888,111.76601842468521,57.91689818910073,0.2949650661362658
35,7,59310.40918,59310.0,59310.08418,59310.506713,0.012500000000000002,False,286.4159500740087,28.477666496662163,46.839318465649455,81.77130633650829,1.3709180251183397,315.678207006948,-22.17222121135841,-3.722299510147172,113.97447199470832,57.97833104328432,0.2937701610744794
36,7,59310.42168,59310.0,59310.08418,59310.506713,0.012500000000000002,False,286.4159500740087,28.477666496662163,50.60225947417273,83.66741042763901,1.2940651780020251,315.833943980785,-22.155664533484934,-0.3962580947845376,116.26434613951979,58.03731463400459,0.2925770148291392
37,7,59310.43418,59310.0,59310.08418,59310.506713,0.012500000000000002,False,286.4159500740087,28.477666496662163,54.37929565253264,85.65116556230713,1.2301782114126854,315.98473835099173,-22.13846510382167,2.8680965273304477,118.64908196905712,58.09374249788488,0.291385633845917
38,7,59310.44668,59310.0,59310.08418,59310.506713,0.012500000000000002,False,286.4159500740087,28.477666496662163,58.166525847016565,87.76886882655158,1.1770457033337336,316.13068985644924,-22.12049655550634,6.0620133277570885,121.14256237738739,58.14752585261558,0.2901960245575682
39,7,59310.45918,59310.0,59310.08418,59310.506713,0.012500000000000002,False,286.4159500740087,28.477666496662163,61.95932911276329,90.08965237584312,1.132997962495445,316.2719267653894,-22.10163550628857,9.17562730252894,123.75914083430877,58.19859433624027,0.2890081933506384
40,7,59310.47168,59310.0,59310.08418,59310.506713,0.012500000000000002,False,286.4159500740087,28.477666496662163,65.75165581073705,92.72333462412318,1.0967631186491094,316.4086054154224,-22.081762391730688,12.197820000622215,126.51358780812323,58.246896625059684,0.2878221466170632
41,8,59310.39668,59310.0,59310.08418,59310.506713,0.0125,False,287.10454360980174,26.06168624874828,41.66273202748879,82.69218423557149,1.504337235838645,315.5174564716682,-22.188263662053227,-7.102254936077888,111.7660184246852,55.54649247539072,0.2949650661362658
42,8,59310.40918,59310.0,59310.08418,59310.506713,0.0125,False,287.10454360980174,26.06168624874828,45.43344484334618,84.74132147378371,1.4036352718896026,315.678207006948,-22.17222121135841,-3.722299510147172,113.97447199470832,55.61011880549957,0.2937701610744794
43,8,59310.42168,59310.0,59310.08418,59310.506713,0.0125,False,287.10454360980174,26.06168624874828,49.21680259825709,86.88472789441452,1.3206783370204078,315.833943980785,-22.15566453348493,-0.3962580947845376,116.2643461395198,55.67125034488605,0.2925770148291392
44,8,59310.43418,59310.0,59310.08418,59310.506713,0.0125,False,287.10454360980174,26.06168624874828,53.00801828665502,89.1665520711404,1.2520036384947864,315.98473835099173,-22.13846510382167,2.8680965273304477,118.64908196905712,55.72978146436793,0.291385633845917
45,8,59310.44668,59310.0,59310.08418,59310.506713,0.0125,False,287.10454360980174,26.06168624874828,56.80138532994928,91.64890688889164,1.195060738664696,316.13068985644924,-22.120496555506342,6.0620133277570885,121.1425623773874,55.78562469299643,0.2901960245575682
46,8,59310.45918,59310.0,59310.08418,59310.506713,0.0125,False,287.10454360980174,26.06168624874828,60.58954360281493,94.42335283707416,1.1479419255285357,316.2719267653894,-22.10163550628857,9.17562730252894,123.75914083430877,55.83871144956723,0.2890081933506384
47,8,59310.47168,59310.0,59310.08418,59310.506713,0.0125,False,287.10454360980174,26.06168624874828,64.36213386096854,97.63198910594689,1.109204796198474,316.4086054154224,-22.081762391730685,12.197820000622215,126.51358780812323,55.88899264893465,0.2878221466170632
48,9,59310.40918,59310.0,59310.08417999999,59310.506712999995,0.0125,False,287.9315331796832,23.57479241798261,43.787688393548,87.56471990916026,1.4451116240876969,315.678207006948,-22.17222121135841,-3.7222995101471725,113.97447199470832,53.110014171629516,0.2937701610744794
49,9,59310.42168,59310.0,59310.08417999999,59310.506712999995,0.0125,False,287.9315331796832,23.57479241798261,47.58024082848784,89.9234613566516,1.3546046815385182,315.833943980785,-22.15566453348493,-0.3962580947845376,116.2643461395198,53.17314049898495,0.2925770148291392
50,9,59310.43418,59310.0,59310.08417999999,59310.506712999995,0.0125,False,287.9315331796832,23.57479241798261,51.37288485850297,92.4597097979303,1.2800407403869838,315.98473835099173,-22.13846510382167,2.8680965273304477,118.64908196905712,53.233627814709415,0.291385633845917
51,9,59310.44668,59310.0,59310.08417999999,59310.506712999995,0.0125,False,287.9315331796832,23.57479241798261,55.15779906584667,95.24527003384368,1.2184295312275826,316.13068985644924,-22.120496555506342,6.0620133277570885,121.1425623773874,53.2913896806824,0.2901960245575682
52,9,59310.45918,59310.0,59310.08417999999,59310.506712999995,0.0125,False,287.9315331796832,23.57479241798261,58.92455270744692,98.38365512393622,1.167558199309925,316.2719267653894,-22.10163550628857,9.17562730252894,123.75914083430875,53.34635900744861,0.2890081933506384
